Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2024/25

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Korsängsskolan;96757645;Enköping;0381;Kommunal;Enköpings kommun;2120000282;61;6,6;73,8;19,7;69;5,8;60,9;33,3;69;10,1;78,3;11,6;.;.;.;.;
Kunskapsskolan Enköping;67723630;Enköping;0381;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;109;6,4;60,6;33,0;117;1,7;83,8;14,5;113;3,5;79,6;16,8;.;.;.;.;
Robinson Vårfru;83519502;Enköping;0381;Enskild;Tellusskolan AB;5568086085;42;2,4;66,7;31,0;40;.;62,5;37,5;41;19,5;75,6;4,9;.;.;.;.;
S:t Iliansskolan;34699165;Enköping;0381;Kommunal;Enköpings kommun;2120000282;89;5,6;64,0;30,3;120;4,2;63,3;32,5;121;14,9;75,2;9,9;32;9,4;56,3;34,4;
Örsundsbroskolan;98587494;Enköping;0381;Kommunal;Enköpings kommun;2120000282;49;18,4;63,3;18,4;51;2,0;58,8;39,2;47;4,3;80,9;14,9;.;.;.;.;
British Junior Secondary, Eskilstuna;50048111;Eskilstuna;0484;Enskild;British Schools AB;5567516389;97;.;92,8;7,2;104;.;92,3;7,7;104;.;98,1;1,9;.;.;.;.;
Djurgårdsskolan F-9;54605092;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;105;3,8;41,9;54,3;108;2,8;44,4;52,8;111;6,3;91,0;2,7;.;.;.;.;
Entréskolan Eskilstuna;10443922;Eskilstuna;0484;Enskild;AmiSgo AB;5568148117;38;7,9;68,4;23,7;37;.;78,4;21,6;44;9,1;86,4;4,5;.;.;.;.;
Fristadsskolan 7-9;26140079;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;75;2,7;52,0;45,3;119;2,5;48,7;48,7;131;9,2;70,2;20,6;48;2,1;62,5;35,4;
Gökstensskolan F-9;85601783;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;113;.;63,7;36,3;120;5,0;66,7;28,3;131;7,6;84,0;8,4;.;.;.;.;
Internationella Engelska Skolan Eskilstuna;36759013;Eskilstuna;0484;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;103;.;93,2;6,8;166;0,6;83,7;15,7;171;10,5;70,8;18,7;68;.;97,1;2,9;
Munktellskolan 7-9;43959135;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;111;4,5;65,8;29,7;107;.;46,7;53,3;110;5,5;80,9;13,6;.;.;.;.;
Skiftingehus F-9;65025285;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;39;.;69,2;30,8;71;.;64,8;35,2;68;19,1;63,2;17,6;32;.;62,5;37,5;
Skogstorpsskolan F-9;30622727;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;122;16,4;60,7;23,0;132;0,8;56,1;43,2;127;18,9;65,4;15,7;.;.;.;.;
Stålforsskolan 7-9;14327803;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;89;4,5;49,4;46,1;151;2,0;63,6;34,4;150;20,0;71,3;8,7;56;3,6;50,0;46,4;
Tegelviken F-9;78673553;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;54;1,9;72,2;25,9;56;1,8;96,4;1,8;56;10,7;62,5;26,8;.;.;.;.;
Årbyskolan F-6;63315515;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;59;5,1;78,0;16,9;84;.;76,2;23,8;82;26,8;62,2;11,0;24;.;62,5;37,5;
Ekenässkolan;83526311;Eslöv;1285;Kommunal;Eslövs kommun;2120001173;92;5,4;82,6;12,0;110;.;80,9;19,1;112;12,5;76,8;10,7;17;.;58,8;41,2;
Norrevångsskolan 7-9;37995642;Eslöv;1285;Kommunal;Eslövs kommun;2120001173;91;13,2;60,4;26,4;132;.;65,9;34,1;129;16,3;76,7;7,0;43;.;74,4;25,6;
Vasavångsskolan 7-9;26645758;Eslöv;1285;Kommunal;Eslövs kommun;2120001173;69;1,4;56,5;42,0;100;1,0;76,0;23,0;99;14,1;70,7;15,2;27;.;55,6;44,4;
Ölyckeskolan 7-9;97938241;Eslöv;1285;Kommunal;Eslövs kommun;2120001173;53;7,5;50,9;41,5;63;23,8;60,3;15,9;61;13,1;83,6;3,3;.;.;.;.;
Nossebro skola 7-9;26531220;Essunga;1445;Kommunal;Essunga kommun;2120002916;51;13,7;68,6;17,6;51;5,9;74,5;19,6;53;5,7;77,4;17,0;.;.;.;.;
Risbroskolan;88657987;Fagersta;1982;Kommunal;Fagersta kommun;2120002106;111;2,7;50,5;46,8;165;4,8;77,6;17,6;155;6,5;89,0;4,5;42;2,4;38,1;59,5;
Apelskolan;41605059;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;70;.;64,3;35,7;59;.;84,7;15,3;70;.;95,7;4,3;.;.;.;.;
Falkenbergs Montessoriskola;78647439;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;19;26,3;31,6;42,1;19;.;84,2;15,8;18;27,8;66,7;5,6;.;.;.;.;
Skogstorpsskolan;98756440;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;64;3,1;64,1;32,8;75;5,3;72,0;22,7;74;6,8;78,4;14,9;.;.;.;.;
Tullbroskolan;46898596;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;134;9,0;55,2;35,8;135;0,7;80,0;19,3;153;11,8;76,5;11,8;24;4,2;58,3;37,5;
Tångaskolan 2;59944028;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;54;9,3;77,8;13,0;79;.;58,2;41,8;82;9,8;85,4;4,9;28;7,1;64,3;28,6;
Vesterhavsskolan;35136963;Falkenberg;1382;Enskild;Vesterhavet AB;5567870398;93;2,2;81,7;16,1;102;12,7;84,3;2,9;98;11,2;85,7;3,1;.;.;.;.;
Flobyskolan;54765026;Falköping;1499;Kommunal;Falköpings kommun;2120001744;40;.;42,5;57,5;42;2,4;81,0;16,7;45;11,1;75,6;13,3;.;.;.;.;
Gustaf Dalénskolan 4-9;43269172;Falköping;1499;Kommunal;Falköpings kommun;2120001744;38;21,1;63,2;15,8;40;10,0;82,5;7,5;44;27,3;72,7;.;.;.;.;.;
Högstadium Centrum;17911537;Falköping;1499;Kommunal;Falköpings kommun;2120001744;139;14,4;63,3;22,3;185;2,2;87,0;10,8;193;15,0;79,8;5,2;48;6,3;60,4;33,3;
Högstadium Odenvi;96973204;Falköping;1499;Kommunal;Falköpings kommun;2120001744;55;10,9;61,8;27,3;52;.;69,2;30,8;54;14,8;79,6;5,6;.;.;.;.;
Kinnarpsskolan 7-9;51079534;Falköping;1499;Kommunal;Falköpings kommun;2120001744;39;2,6;66,7;30,8;42;.;40,5;59,5;42;7,1;69,0;23,8;.;.;.;.;
Bjursåsskolan;98702223;Falun;2080;Kommunal;Falu kommun;2120002221;41;9,8;63,4;26,8;47;.;51,1;48,9;44;36,4;59,1;4,5;.;.;.;.;
Britsarvsskolan;17033155;Falun;2080;Kommunal;Falu kommun;2120002221;73;4,1;56,2;39,7;87;1,1;77,0;21,8;89;13,5;79,8;6,7;.;.;.;.;
Friskolan Mosaik;65494903;Falun;2080;Enskild;Friskolan Mosaik i Falun ekonomisk förening;7696149751;20;10,0;80,0;10,0;21;4,8;57,1;38,1;23;.;91,3;8,7;.;.;.;.;
Hälsinggårdsskolan;28599917;Falun;2080;Kommunal;Falu kommun;2120002221;105;4,8;53,3;41,9;87;1,1;55,2;43,7;91;16,5;67,0;16,5;.;.;.;.;
Innovitaskolan Falun;72625090;Falun;2080;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;61;13,1;54,1;32,8;59;11,9;79,7;8,5;61;11,5;73,8;14,8;.;.;.;.;
Internationella Engelska Skolan Falun;34401115;Falun;2080;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;59;30,5;62,7;6,8;78;.;78,2;21,8;74;12,2;67,6;20,3;15;40,0;46,7;13,3;
Montessoriskolan i Falun;57444890;Falun;2080;Kommunal;Falu kommun;2120002221;23;.;73,9;26,1;24;20,8;75,0;4,2;25;.;100,0;.;.;.;.;.;
Svärdsjöskolan;27506076;Falun;2080;Kommunal;Falu kommun;2120002221;76;5,3;51,3;43,4;72;.;70,8;29,2;68;.;91,2;8,8;.;.;.;.;
Västra Skolan;27153243;Falun;2080;Kommunal;Falu kommun;2120002221;144;6,3;58,3;35,4;155;1,9;47,7;50,3;156;32,7;62,2;5,1;.;.;.;.;
Östra skolan;35993773;Falun;2080;Kommunal;Falu kommun;2120002221;20;.;60,0;40,0;20;.;45,0;55,0;20;.;75,0;25,0;.;.;.;.;
Ferlinskolan;76981284;Filipstad;1782;Kommunal;Filipstads kommun;2120001876;58;12,1;65,5;22,4;80;.;77,5;22,5;80;20,0;72,5;7,5;18;16,7;50,0;33,3;
Grosvadsskolan;83468631;Finspång;0562;Kommunal;Finspångs kommun;2120000423;74;6,8;43,2;50,0;88;.;48,9;51,1;86;15,1;77,9;7,0;.;.;.;.;
Nyhemsskolan 7-9;65487720;Finspång;0562;Kommunal;Finspångs kommun;2120000423;103;5,8;43,7;50,5;112;0,9;50,9;48,2;109;22,9;60,6;16,5;.;.;.;.;
Europaskolan Malmköping;38215460;Flen;0482;Enskild;Europaskolan Malmköping AB;5567480511;53;5,7;75,5;18,9;57;.;73,7;26,3;56;17,9;78,6;3,6;.;.;.;.;
Stenhammarskolan;59150456;Flen;0482;Kommunal;Flens kommun;2120000332;42;2,4;42,9;54,8;74;.;54,1;45,9;77;22,1;67,5;10,4;34;.;38,2;61,8;
Dejeskolan 7-9;48228294;Forshaga;1763;Kommunal;Forshaga kommun;2120001819;45;20,0;64,4;15,6;47;.;55,3;44,7;44;15,9;68,2;15,9;.;.;.;.;
Forshaga Lärcenter H-stadiet;68533503;Forshaga;1763;Kommunal;Forshaga kommun;2120001819;81;12,3;65,4;22,2;91;.;89,0;11,0;90;26,7;71,1;2,2;.;.;.;.;
Valboskolan 7-9;17089857;Färgelanda;1439;Kommunal;Färgelanda kommun;2120001421;70;4,3;48,6;47,1;65;.;83,1;16,9;69;15,9;79,7;4,3;.;.;.;.;
Djuråsskolan F-9;36819574;Gagnef;2026;Kommunal;Gagnefs kommun;2120002155;76;1,3;61,8;36,8;76;5,3;72,4;22,4;75;12,0;81,3;6,7;.;.;.;.;
Mockfjärdsskolan;95610127;Gagnef;2026;Kommunal;Gagnefs kommun;2120002155;33;9,1;66,7;24,2;30;10,0;30,0;60,0;32;21,9;78,1;.;.;.;.;.;
Lundåkerskolan;47236914;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;54;1,9;61,1;37,0;95;2,1;56,8;41,1;96;5,2;85,4;9,4;42;4,8;73,8;21,4;
Nordinskolan;40991541;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;71;11,3;62,0;26,8;85;3,5;71,8;24,7;76;13,2;81,6;5,3;.;.;.;.;
Åsenskolan;70954223;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;77;7,8;54,5;37,7;100;9,0;77,0;14,0;104;12,5;84,6;2,9;20;25,0;25,0;50,0;
Ölmestadskolan;85013151;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;27;3,7;74,1;22,2;31;.;74,2;25,8;32;25,0;68,8;6,3;.;.;.;.;
Frejaskolan F-9;89195825;Gnesta;0461;Kommunal;Gnesta kommun;2120002965;97;2,1;58,8;39,2;108;.;65,7;34,3;105;6,7;67,6;25,7;.;.;.;.;
Bäckaskolan 7-9;43172419;Gnosjö;0617;Kommunal;Gnosjö kommun;2120000506;49;18,4;59,2;22,4;72;.;90,3;9,7;66;7,6;81,8;10,6;17;11,8;58,8;29,4;
Hillerstorpsskolan 7-9;33877675;Gnosjö;0617;Kommunal;Gnosjö kommun;2120000506;27;.;85,2;14,8;36;.;75,0;25,0;37;10,8;86,5;2,7;.;.;.;.;
Fårösundsskolan;68188627;Gotland;0980;Kommunal;Region Gotland;2120000803;19;.;26,3;73,7;17;.;58,8;41,2;19;5,3;84,2;10,5;.;.;.;.;
Guteskolan, grundskola;42518434;Gotland;0980;Enskild;Guteskolan AB;5567044267;40;.;47,5;52,5;42;.;100,0;.;43;.;100,0;.;.;.;.;.;
Högbyskolan;94163432;Gotland;0980;Kommunal;Region Gotland;2120000803;61;4,9;75,4;19,7;60;.;70,0;30,0;66;27,3;69,7;3,0;.;.;.;.;
Innovitaskolan Visby;52229866;Gotland;0980;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;52;7,7;71,2;21,2;53;5,7;90,6;3,8;53;3,8;88,7;7,5;.;.;.;.;
Klinteskolan;24429776;Gotland;0980;Kommunal;Region Gotland;2120000803;22;13,6;54,5;31,8;25;4,0;84,0;12,0;24;12,5;87,5;.;.;.;.;.;
Orionskolan;27928506;Gotland;0980;Enskild;Stiftelsen Orionskolan;8340017915;19;.;94,7;5,3;20;.;55,0;45,0;20;.;80,0;20,0;.;.;.;.;
Romaskolan;60700608;Gotland;0980;Kommunal;Region Gotland;2120000803;52;1,9;76,9;21,2;49;.;42,9;57,1;56;23,2;76,8;.;.;.;.;.;
Solbergaskolan;96609581;Gotland;0980;Kommunal;Region Gotland;2120000803;174;4,0;69,5;26,4;192;5,7;75,5;18,8;194;2,1;93,3;4,6;.;.;.;.;
Solklintsskolan;10979668;Gotland;0980;Kommunal;Region Gotland;2120000803;27;.;66,7;33,3;27;3,7;63,0;33,3;25;8,0;88,0;4,0;.;.;.;.;
Södervärnsskolan;80013231;Gotland;0980;Kommunal;Region Gotland;2120000803;116;3,4;80,2;16,4;124;1,6;62,1;36,3;129;26,4;70,5;3,1;.;.;.;.;
Jättestenskolan;16891307;Grums;1764;Kommunal;Grums kommun;2120001827;71;9,9;56,3;33,8;71;4,2;57,7;38,0;69;8,7;73,9;17,4;.;.;.;.;
Nya Centralskolan 4-9;31381375;Grästorp;1444;Kommunal;Grästorps kommun;2120001595;50;2,0;50,0;48,0;55;.;78,2;21,8;49;2,0;79,6;18,4;.;.;.;.;
Gullstensskolan åk 7-9;89624871;Gullspång;1447;Kommunal;Gullspångs kommun;2120001637;24;.;66,7;33,3;29;10,3;79,3;10,3;27;11,1;81,5;7,4;.;.;.;.;
Malmens friskola;37140962;Gällivare;2523;Enskild;Malmens Friskola AB;5565528022;20;10,0;75,0;15,0;22;4,5;81,8;13,6;21;.;81,0;19,0;.;.;.;.;
Sjöparksskolan A;46309621;Gällivare;2523;Kommunal;Gällivare kommun;2120002726;56;7,1;35,7;57,1;60;1,7;41,7;56,7;63;15,9;69,8;14,3;.;.;.;.;
Sjöparksskolan B;42583405;Gällivare;2523;Kommunal;Gällivare kommun;2120002726;60;3,3;60,0;36,7;59;1,7;52,5;45,8;59;11,9;59,3;28,8;.;.;.;.;
Bergby Centralskola 1-9;55373417;Gävle;2180;Kommunal;Gävle kommun;2120002338;27;.;14,8;85,2;29;.;37,9;62,1;29;.;44,8;55,2;.;.;.;.;
Internationella Engelska Skolan Gävle;53952728;Gävle;2180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;90;7,8;63,3;28,9;154;11,0;73,4;15,6;152;17,1;75,0;7,9;64;6,3;70,3;23,4;
Kunskapsskolan Gävle;21423670;Gävle;2180;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;62;6,5;69,4;24,2;77;.;79,2;20,8;75;26,7;69,3;4,0;15;20,0;60,0;20,0;
Lillhagsskolan;51387807;Gävle;2180;Kommunal;Gävle kommun;2120002338;100;7,0;46,0;47,0;113;0,9;61,1;38,1;110;28,2;51,8;20,0;.;.;.;.;
Nynässkolan 7-9;40944032;Gävle;2180;Kommunal;Gävle kommun;2120002338;99;5,1;60,6;34,3;139;2,2;67,6;30,2;146;15,8;75,3;8,9;43;11,6;53,5;34,9;
Prolympia, Gävle;57578095;Gävle;2180;Enskild;Ulno AB;5566577705;113;4,4;71,7;23,9;110;4,5;72,7;22,7;108;12,0;78,7;9,3;.;.;.;.;
Sofiedalskolan;80177526;Gävle;2180;Kommunal;Gävle kommun;2120002338;159;5,7;66,7;27,7;157;4,5;59,2;36,3;155;6,5;80,0;13,5;.;.;.;.;
Stigslunds skola;91652716;Gävle;2180;Kommunal;Gävle kommun;2120002338;102;10,8;55,9;33,3;98;6,1;57,1;36,7;106;10,4;72,6;17,0;.;.;.;.;
Stora Sätraskolan;49779956;Gävle;2180;Kommunal;Gävle kommun;2120002338;17;11,8;58,8;29,4;60;.;85,0;15,0;61;9,8;77,0;13,1;42;2,4;59,5;38,1;
Tranmursskolan GKS;87088456;Gävle;2180;Enskild;Föreningen för Gefle Kristna Skola;8850018683;15;.;46,7;53,3;16;.;12,5;87,5;18;5,6;77,8;16,7;.;.;.;.;
Vallbacksskolan;54990077;Gävle;2180;Kommunal;Gävle kommun;2120002338;141;6,4;61,7;31,9;159;1,3;64,2;34,6;165;8,5;78,8;12,7;24;8,3;83,3;8,3;
Vittra Gävle;11476454;Gävle;2180;Enskild;Friskolan Lyftet AB;5566044599;.;.;.;.;22;.;81,8;18,2;22;.;90,9;9,1;15;.;60,0;40,0;
Algebraskolan;40526633;Göteborg;1480;Enskild;Algebrautbildning Föreningen;8024730445;.;.;.;.;16;.;100,0;.;16;.;100,0;.;.;.;.;.;
Assaredsskolan;25852980;Göteborg;1480;Enskild;Assareds Skolkooperativ Ek För.;7164451390;.;.;.;.;22;4,5;81,8;13,6;22;4,5;95,5;.;.;.;.;.;
Bergsjöskolan F-9;27526205;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;54;.;75,9;24,1;55;1,8;96,4;1,8;38;10,5;78,9;10,5;
Bergumsskolan F-9;43545297;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;80;6,3;51,3;42,5;91;1,1;50,5;48,4;94;.;88,3;11,7;.;.;.;.;
Brandströmska skolan Nylöse;11295861;Göteborg;1480;Enskild;Stiftelsen för Kristen Skolverksamhet;8572054065;28;3,6;85,7;10,7;36;.;72,2;27,8;34;17,6;79,4;2,9;.;.;.;.;
Brunnsboskolan F-9;97649106;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;45;8,9;64,4;26,7;66;6,1;87,9;6,1;67;13,4;74,6;11,9;24;.;66,7;33,3;
Böskolans friskola;83071620;Göteborg;1480;Enskild;Böskolans Friskola Ek.För.;7164451473;43;7,0;69,8;23,3;42;.;88,1;11,9;41;29,3;70,7;.;.;.;.;.;
Communityskolan Gårdsten;92384910;Göteborg;1480;Enskild;RM Bildning AB;5591946909;.;.;.;.;24;33,3;62,5;4,2;24;8,3;79,2;12,5;24;.;75,0;25,0;
Communityskolan Tynnered;88746223;Göteborg;1480;Enskild;RM Bildning AB;5591946909;.;.;.;.;50;2,0;90,0;8,0;49;10,2;53,1;36,7;42;2,4;78,6;19,0;
Drakbergsskolan;60526603;Göteborg;1480;Enskild;Kannebäcks Friskoleförening;8572069568;24;4,2;45,8;50,0;25;.;60,0;40,0;25;4,0;84,0;12,0;.;.;.;.;
Ebba Petterssons Privatskola;88247874;Göteborg;1480;Enskild;Ebba Petterssons Privatskolas Stiftelse;8572022369;95;7,4;52,6;40,0;96;.;75,0;25,0;91;27,5;62,6;9,9;.;.;.;.;
Fiskebäcksskolan F-9;80408917;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;49;2,0;79,6;18,4;55;1,8;45,5;52,7;53;.;90,6;9,4;.;.;.;.;
Franska skolan Göteborg 6-9;51565567;Göteborg;1480;Enskild;Medborgarskolan Region Väst;8494001913;36;13,9;25,0;61,1;40;5,0;67,5;27,5;43;25,6;72,1;2,3;.;.;.;.;
Freinetskolan Bild & Form;31872640;Göteborg;1480;Enskild;Freinétskolan Bild & Form Masthugget Kb;9696774224;24;4,2;45,8;50,0;25;20,0;64,0;16,0;25;12,0;84,0;4,0;.;.;.;.;
Frejaskolan F-9;44605298;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;67;7,5;73,1;19,4;105;1,9;70,5;27,6;104;13,5;76,9;9,6;36;2,8;83,3;13,9;
Fridaskolan Kvillebäcken;56328727;Göteborg;1480;Enskild;Fridaskolorna AB;5564515988;76;15,8;72,4;11,8;74;2,7;81,1;16,2;75;17,3;77,3;5,3;.;.;.;.;
Frölundaskolan F-9;16464648;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;37;.;73,0;27,0;37;29,7;70,3;.;23;.;100,0;.;
Gamlestadsskolan F-9;29744401;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;23;8,7;60,9;30,4;43;2,3;79,1;18,6;47;8,5;74,5;17,0;24;8,3;66,7;25,0;
Glöstorpsskolan 7-9;85656343;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;86;3,5;61,6;34,9;101;.;76,2;23,8;106;21,7;64,2;14,2;21;4,8;66,7;28,6;
Guldhedsskolan F-9;11814097;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;45;11,1;80,0;8,9;67;3,0;85,1;11,9;65;41,5;56,9;1,5;20;.;35,0;65,0;
Gårdstensskolan 4-9;31127129;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;57;.;91,2;8,8;58;55,2;41,4;3,4;58;8,6;75,9;15,5;
Gärdsåsskolan 4-9;93904124;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;17;.;70,6;29,4;48;.;72,9;27,1;48;6,3;58,3;35,4;29;.;51,7;48,3;
Göteborgs Högre Samskola gr.;52538248;Göteborg;1480;Enskild;Stiftelsen Göteborgs Högre Samskola;8572059197;146;1,4;69,2;29,5;146;.;86,3;13,7;145;5,5;89,0;5,5;.;.;.;.;
Hovåsskolan F-9;99319890;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;89;.;41,6;58,4;101;.;66,3;33,7;100;3,0;86,0;11,0;.;.;.;.;
Härlandatjärnskolan F-9;60279184;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;50;4,0;76,0;20,0;48;.;72,9;27,1;48;.;95,8;4,2;.;.;.;.;
Innovitaskolan Johanneberg;87139814;Göteborg;1480;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;57;3,5;63,2;33,3;68;.;69,1;30,9;74;4,1;87,8;8,1;15;6,7;66,7;26,7;
Innovitaskolan S:t Jörgen;27265374;Göteborg;1480;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;72;4,2;70,8;25,0;66;3,0;65,2;31,8;73;11,0;83,6;5,5;.;.;.;.;
Internationella Engelska Skolan Johanneberg;41921747;Göteborg;1480;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;66;15,2;56,1;28,8;175;4,0;83,4;12,6;178;9,0;87,6;3,4;86;10,5;48,8;40,7;
ISGR/Swedish-English;80498460;Göteborg;1480;Kommunal;Göteborgsregionens Kommunalförbund;2220000265;48;2,1;50,0;47,9;54;.;70,4;29,6;55;3,6;83,6;12,7;.;.;.;.;
JENSEN grundskola Göteborg;62764006;Göteborg;1480;Enskild;Jensen Education College AB;5566358759;54;1,9;94,4;3,7;56;.;80,4;19,6;57;21,1;52,6;26,3;.;.;.;.;
Jättestensskolan F-9;55124975;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;56;1,8;60,7;37,5;72;.;75,0;25,0;68;26,5;66,2;7,4;.;.;.;.;
Katolska skolan av Notre Dame;45045293;Göteborg;1480;Enskild;Vår Fru AB;5591760342;.;.;.;.;33;.;84,8;15,2;32;34,4;59,4;6,3;23;4,3;56,5;39,1;
Klarebergsskolan F-9;71204165;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;99;3,0;61,6;35,4;107;1,9;60,7;37,4;106;5,7;88,7;5,7;.;.;.;.;
Kristinaskolan;46512685;Göteborg;1480;Enskild;Stiftelsen för Kristna Skolor i Angeredområdet;8572042193;.;.;.;.;24;.;54,2;45,8;24;4,2;66,7;29,2;17;17,6;76,5;5,9;
Kunskapsskolan Krokslätt;83045482;Göteborg;1480;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;53;1,9;73,6;24,5;74;2,7;78,4;18,9;75;9,3;85,3;5,3;20;.;75,0;25,0;
Kvibergsskolan F-9;79522184;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;55;7,3;60,0;32,7;.;.;.;.;95;7,4;67,4;25,3;40;7,5;70,0;22,5;
Kålltorpsskolan 7-9;16954837;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;126;3,2;78,6;18,3;125;1,6;92,0;6,4;125;33,6;64,8;1,6;.;.;.;.;
Kärralundsskolan F-9;14037390;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;74;.;90,5;9,5;77;.;92,2;7,8;77;.;97,4;2,6;.;.;.;.;
Kärraskolan F-9;46391611;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;63;1,6;69,8;28,6;73;.;68,5;31,5;75;30,7;68,0;1,3;.;.;.;.;
Lindåsskolan F-9;87375656;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;64;3,1;59,4;37,5;67;3,0;86,6;10,4;64;6,3;87,5;6,3;.;.;.;.;
Lundbyskolan 7-9;64413812;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;20;.;30,0;70,0;72;1,4;66,7;31,9;68;19,1;63,2;17,6;60;1,7;80,0;18,3;
Lundenskolan F-9;62419611;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;54;7,4;63,0;29,6;51;2,0;88,2;9,8;58;10,3;75,9;13,8;.;.;.;.;
Lärjeskolan F-9;39701961;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;61;1,6;52,5;45,9;76;1,3;64,5;34,2;82;8,5;76,8;14,6;22;9,1;68,2;22,7;
Lövgärdesskolan 4-9;31928894;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;21;9,5;52,4;38,1;41;.;48,8;51,2;40;22,5;75,0;2,5;17;5,9;82,4;11,8;
Martinaskolan;47927698;Göteborg;1480;Enskild;Waldorfföreningen, Martinaskolan, ekonomisk förening;7164449576;17;.;29,4;70,6;19;.;57,9;42,1;17;.;100,0;.;.;.;.;.;
Montessoriskolan Casa;76938537;Göteborg;1480;Enskild;Stiftelsen Casa Dei Bambini;8520004261;27;7,4;74,1;18,5;29;.;89,7;10,3;27;11,1;85,2;3,7;.;.;.;.;
Montessoriskolan Centrum;73995321;Göteborg;1480;Enskild;Stiftelsen Montessoriskolan Centrum;8572066309;28;.;96,4;3,6;28;.;82,1;17,9;26;3,8;96,2;.;.;.;.;.;
