Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2022/23

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Internationella Engelska Skolan Södertälje;29497099;Södertälje;0181;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;77;3,9;57,1;39,0;82;.;91,5;8,5;87;.;83,9;16,1;.;.;.;.;
Järna friskola;41584790;Södertälje;0181;Enskild;Montessori Förskolor och Skolor i Sverige AB;5591658975;22;4,5;72,7;22,7;25;.;84,0;16,0;23;4,3;69,6;26,1;.;.;.;.;
Lina grundskola;62288230;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;.;.;.;.;46;.;69,6;30,4;46;4,3;87,0;8,7;36;2,8;50,0;47,2;
Mariekällskolan;43403496;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;64;9,4;59,4;31,3;69;.;68,1;31,9;76;23,7;63,2;13,2;.;.;.;.;
Nyckelskolan;16068461;Södertälje;0181;Enskild;Nyckelknippan Förskole Aktiebolag;5564787397;29;20,7;69,0;10,3;28;.;82,1;17,9;29;55,2;34,5;10,3;.;.;.;.;
Pershagenskolan;38653015;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;49;6,1;73,5;20,4;51;3,9;92,2;3,9;51;3,9;88,2;7,8;.;.;.;.;
Ronnaskolan;51210001;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;25;20,0;60,0;20,0;55;.;65,5;34,5;52;.;94,2;5,8;.;.;.;.;
Rosenborgskolan;11914814;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;93;2,2;69,9;28,0;97;.;56,7;43,3;99;5,1;89,9;5,1;.;.;.;.;
Soldalaskolan;40175889;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;28;7,1;82,1;10,7;52;.;38,5;61,5;55;9,1;74,5;16,4;24;4,2;83,3;12,5;
Södertälje friskola;38394561;Södertälje;0181;Enskild;Södertälje Friskola Aktiebolag;5565570149;29;3,4;93,1;3,4;44;.;97,7;2,3;45;4,4;88,9;6,7;16;6,3;93,8;.;
Vittra Östertälje;12757193;Södertälje;0181;Enskild;Vittraskolorna AB;5564586716;35;17,1;57,1;25,7;36;.;83,3;16,7;38;15,8;60,5;23,7;.;.;.;.;
Wasaskolan;56568612;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;44;2,3;77,3;20,5;52;.;75,0;25,0;54;11,1;77,8;11,1;.;.;.;.;
Örjanskolan grund;10661388;Södertälje;0181;Enskild;Föreningen Örjanskolan;8156005103;15;.;73,3;26,7;16;.;18,8;81,3;16;6,3;87,5;6,3;.;.;.;.;
Bokelundsskolan H;94309839;Sölvesborg;1083;Kommunal;Sölvesborgs kommun;2120000852;74;4,1;74,3;21,6;83;3,6;66,3;30,1;87;3,4;89,7;6,9;.;.;.;.;
Mjällby skola;88104795;Sölvesborg;1083;Kommunal;Sölvesborgs kommun;2120000852;62;1,6;71,0;27,4;63;1,6;69,8;28,6;67;14,9;76,1;9,0;.;.;.;.;
Hamburgsundskolan F-9;81072495;Tanum;1435;Kommunal;Tanums kommun;2120001348;33;9,1;48,5;42,4;36;.;91,7;8,3;34;20,6;67,6;11,8;.;.;.;.;
Tanumskolan 7-9;74079446;Tanum;1435;Kommunal;Tanums kommun;2120001348;55;18,2;58,2;23,6;66;.;65,2;34,8;64;3,1;81,3;15,6;.;.;.;.;
Fågelvikskolan;97306690;Tibro;1472;Kommunal;Tibro kommun;2120001660;100;8,0;68,0;24,0;113;1,8;66,4;31,9;112;3,6;82,1;14,3;.;.;.;.;
Hellids grundskola 7-9;12872502;Tidaholm;1498;Kommunal;Tidaholms kommun;2120001736;108;0,9;88,0;11,1;112;3,6;85,7;10,7;112;14,3;79,5;6,3;.;.;.;.;
Aspenskolan;15416514;Tierp;0360;Kommunal;Tierps kommun;2120000266;48;8,3;75,0;16,7;59;.;33,9;66,1;58;32,8;62,1;5,2;.;.;.;.;
Centralskolan;17240817;Tierp;0360;Kommunal;Tierps kommun;2120000266;41;9,8;58,5;31,7;47;2,1;91,5;6,4;46;8,7;80,4;10,9;.;.;.;.;
Ol Andersskolan;65153737;Tierp;0360;Kommunal;Tierps kommun;2120000266;.;.;.;.;17;.;64,7;35,3;16;6,3;87,5;6,3;.;.;.;.;
Örbyhus skola 7-9;69241995;Tierp;0360;Kommunal;Tierps kommun;2120000266;45;6,7;68,9;24,4;55;1,8;47,3;50,9;54;31,5;57,4;11,1;.;.;.;.;
Ala skola;59092675;Timrå;2262;Kommunal;Timrå kommun;2120002395;46;4,3;80,4;15,2;52;1,9;80,8;17,3;51;11,8;72,5;15,7;.;.;.;.;
Arenaskolan grundskola;81784662;Timrå;2262;Kommunal;Timrå kommun;2120002395;103;9,7;55,3;35,0;109;.;69,7;30,3;103;8,7;77,7;13,6;.;.;.;.;
Dackeskolan 7-9;56361478;Tingsryd;0763;Kommunal;Tingsryds kommun;2120000621;68;10,3;73,5;16,2;83;.;77,1;22,9;80;10,0;82,5;7,5;.;.;.;.;
Idekulla skola;66342347;Tingsryd;0763;Enskild;Idekulla Skola Handelsbolag;9696416842;29;6,9;69,0;24,1;35;5,7;71,4;22,9;34;2,9;94,1;2,9;.;.;.;.;
Bleketskolan;16656370;Tjörn;1419;Kommunal;Tjörns kommun;2120001306;80;1,3;37,5;61,3;80;.;82,5;17,5;82;3,7;78,0;18,3;.;.;.;.;
Häggvallskolan;23228302;Tjörn;1419;Kommunal;Tjörns kommun;2120001306;70;10,0;50,0;40,0;77;5,2;67,5;27,3;81;6,2;75,3;18,5;.;.;.;.;
Kastanjeskolan;90360196;Tomelilla;1270;Kommunal;Tomelilla kommun;2120000886;87;3,4;46,0;50,6;113;0,9;67,3;31,9;118;6,8;91,5;1,7;.;.;.;.;
Frykenskolan;21568934;Torsby;1737;Kommunal;Torsby kommun;2120001777;77;1,3;40,3;58,4;86;5,8;83,7;10,5;82;7,3;78,0;14,6;.;.;.;.;
Torskolan H;99636909;Torsås;0834;Kommunal;Torsås kommun;2120000696;58;8,6;72,4;19,0;60;.;78,3;21,7;66;9,1;81,8;9,1;.;.;.;.;
Tranängskolan 7-9;33759766;Tranemo;1452;Kommunal;Tranemo kommun;2120001462;105;19,0;65,7;15,2;113;2,7;77,9;19,5;120;21,7;70,8;7,5;.;.;.;.;
Junkaremålsskolan 7-9;18476537;Tranås;0687;Kommunal;Tranås kommun;2120000597;110;5,5;58,2;36,4;122;0,8;67,2;32,0;124;4,8;71,8;23,4;.;.;.;.;
Ängarydsskolan;10155751;Tranås;0687;Kommunal;Tranås kommun;2120000597;63;4,8;60,3;34,9;74;.;74,3;25,7;76;2,6;67,1;30,3;.;.;.;.;
Kunskapsskolan Trelleborg;65892623;Trelleborg;1287;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;50;6,0;72,0;22,0;51;.;94,1;5,9;48;.;95,8;4,2;.;.;.;.;
Liljeskolan;72668294;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;76;6,6;52,6;40,8;149;2,0;83,9;14,1;152;14,5;70,4;15,1;24;.;79,2;20,8;
Pilevallskolan;24947938;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;17;.;35,3;64,7;35;.;62,9;37,1;40;7,5;77,5;15,0;20;5,0;45,0;50,0;
Sjöviksskolan;32492959;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;42;2,4;81,0;16,7;53;.;50,9;49,1;53;7,5;84,9;7,5;.;.;.;.;
Västervångskolan;38375490;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;99;4,0;77,8;18,2;102;.;53,9;46,1;98;12,2;65,3;22,4;.;.;.;.;
Väståkraskolan;16081769;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;71;8,5;59,2;32,4;72;2,8;63,9;33,3;73;30,1;57,5;12,3;.;.;.;.;
Fridaskolan, Trollhättan;56884611;Trollhättan;1488;Enskild;Fridaskolorna AB;5564515988;68;2,9;72,1;25,0;68;.;50,0;50,0;64;7,8;84,4;7,8;.;.;.;.;
Lyrfågelskolan 7-9;81052393;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;122;8,2;61,5;30,3;127;1,6;76,4;22,0;129;10,1;83,7;6,2;.;.;.;.;
Nordic International School Trollhättan;45769922;Trollhättan;1488;Enskild;Nordic International School AB;5566102033;25;8,0;64,0;28,0;54;7,4;72,2;20,4;53;20,8;71,7;7,5;20;.;15,0;85,0;
Nya Skolan, Trollhättan, Pettersberg;11588924;Trollhättan;1488;Enskild;Nya Skolan Trollhättan Aktiebolag;5566127600;.;.;.;.;26;23,1;61,5;15,4;27;14,8;48,1;37,0;.;.;.;.;
Paradisskolan 4-9;38786603;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;61;4,9;54,1;41,0;67;3,0;76,1;20,9;69;10,1;85,5;4,3;.;.;.;.;
Sjuntorpskolan 4-9;39396701;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;43;7,0;53,5;39,5;47;.;80,9;19,1;46;.;91,3;8,7;.;.;.;.;
Skogshöjdens skola 6-9;17106266;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;40;7,5;60,0;32,5;47;4,3;95,7;.;45;28,9;64,4;6,7;.;.;.;.;
Slättbergsskolan 7-9;84590859;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;30;3,3;56,7;40,0;48;2,1;68,8;29,2;44;2,3;84,1;13,6;18;5,6;33,3;61,1;
Stavreskolan 6-9;49525819;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;36;8,3;50,0;41,7;47;.;78,7;21,3;45;2,2;93,3;4,4;.;.;.;.;
Strömslundsskolan 7-9;96091081;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;60;5,0;71,7;23,3;68;.;95,6;4,4;69;2,9;94,2;2,9;.;.;.;.;
Sylteskolan 7-9;66414430;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;51;2,0;74,5;23,5;80;1,3;77,5;21,3;77;.;88,3;11,7;28;7,1;82,1;10,7;
Hedebyskolan;45500152;Trosa;0488;Kommunal;Trosa kommun;2120002957;66;13,6;66,7;19,7;63;.;77,8;22,2;72;13,9;83,3;2,8;.;.;.;.;
Tomtaklintskolan;51044218;Trosa;0488;Kommunal;Trosa kommun;2120002957;90;11,1;68,9;20,0;88;.;47,7;52,3;89;3,4;89,9;6,7;.;.;.;.;
Dalskolan;56130729;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;86;5,8;76,7;17,4;91;.;79,1;20,9;90;8,9;85,6;5,6;.;.;.;.;
Internationella Engelska Skolan Tyresö;60904587;Tyresö;0138;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;128;13,3;73,4;13,3;149;8,7;56,4;34,9;150;12,7;81,3;6,0;18;5,6;77,8;16,7;
Kumla skola;37147254;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;130;3,1;62,3;34,6;131;2,3;35,9;61,8;127;8,7;70,1;21,3;.;.;.;.;
Nyboda skola;31281674;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;72;5,6;61,1;33,3;82;.;73,2;26,8;86;8,1;64,0;27,9;18;5,6;50,0;44,4;
Strandskolan;87665835;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;72;.;84,7;15,3;71;.;97,2;2,8;67;3,0;77,6;19,4;.;.;.;.;
Tyresö skola;83020784;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;90;16,7;60,0;23,3;89;.;70,8;29,2;95;22,1;71,6;6,3;.;.;.;.;
Byängsskolan;65839656;Täby;0160;Enskild;Byängsskolan AB;5567563316;71;1,4;77,5;21,1;77;3,9;79,2;16,9;77;36,4;62,3;1,3;.;.;.;.;
Futuraskolan International Bergtorp;24142153;Täby;0160;Enskild;Futuraskolan AB;5566095047;127;10,2;57,5;32,3;136;5,9;73,5;20,6;138;16,7;76,8;6,5;.;.;.;.;
Helleborusskolan Täby AB;45984740;Täby;0160;Enskild;Helleborusskolan Täby AB;5567508386;40;7,5;37,5;55,0;50;.;30,0;70,0;42;16,7;59,5;23,8;.;.;.;.;
Internationella Engelska Skolan Täby;12332278;Täby;0160;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;186;10,8;67,2;22,0;207;.;86,5;13,5;199;10,6;85,4;4,0;18;.;72,2;27,8;
Kunskapsskolan Täby;25309669;Täby;0160;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;66;1,5;75,8;22,7;69;2,9;85,5;11,6;66;.;95,5;4,5;.;.;.;.;
Mellansjö skola;54332921;Täby;0160;Enskild;Nytida Enigma AB;5564870771;.;.;.;.;15;33,3;40,0;26,7;17;17,6;52,9;29,4;.;.;.;.;
Noblaskolan Täby;23312767;Täby;0160;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;22;4,5;95,5;.;26;.;100,0;.;25;.;92,0;8,0;.;.;.;.;
Näsbydalskolan;22807677;Täby;0160;Kommunal;Täby kommun;2120000118;79;1,3;94,9;3,8;91;5,5;79,1;15,4;97;6,2;90,7;3,1;.;.;.;.;
Näsbyparksskolan;96330648;Täby;0160;Kommunal;Täby kommun;2120000118;100;2,0;52,0;46,0;109;.;81,7;18,3;108;2,8;86,1;11,1;.;.;.;.;
Skarpängsskolan;83454509;Täby;0160;Kommunal;Täby kommun;2120000118;155;2,6;74,2;23,2;155;5,2;87,7;7,1;161;8,7;84,5;6,8;.;.;.;.;
Skolhagenskolan;69088221;Täby;0160;Kommunal;Täby kommun;2120000118;129;.;67,4;32,6;132;2,3;74,2;23,5;132;6,8;83,3;9,8;.;.;.;.;
Spirande lärande i Täby AB;89424201;Täby;0160;Enskild;Spirande lärande i Täby AB;5565917993;26;.;96,2;3,8;27;.;92,6;7,4;30;.;93,3;6,7;.;.;.;.;
Täby Friskola-Enhagen;32231541;Täby;0160;Enskild;Täby Friskola Aktiebolag;5565998860;112;6,3;62,5;31,3;108;4,6;85,2;10,2;111;17,1;71,2;11,7;.;.;.;.;
Vallatorpsskolan;57206066;Täby;0160;Kommunal;Täby kommun;2120000118;26;7,7;50,0;42,3;28;.;89,3;10,7;28;17,9;78,6;3,6;.;.;.;.;
Töreboda Centralskola;94707451;Töreboda;1473;Kommunal;Töreboda kommun;2120001678;77;10,4;49,4;40,3;83;.;66,3;33,7;90;24,4;73,3;2,2;.;.;.;.;
Fridaskolan, Uddevalla;27489448;Uddevalla;1485;Enskild;Fridaskolorna AB;5564515988;64;3,1;90,6;6,3;69;7,2;72,5;20,3;64;18,8;70,3;10,9;.;.;.;.;
Linnéaskolan;92086024;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;78;5,1;56,4;38,5;93;3,2;82,8;14,0;94;11,7;81,9;6,4;.;.;.;.;
Norgårdenskolan 7-9;10405686;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;154;3,9;31,2;64,9;161;0,6;70,8;28,6;157;20,4;70,7;8,9;.;.;.;.;
Ramnerödsskolan;83416307;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;44;13,6;59,1;27,3;68;.;80,9;19,1;63;4,8;85,7;9,5;29;.;65,5;34,5;
Sommarhemsskolan 7-9;45535775;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;90;7,8;50,0;42,2;110;9,1;60,0;30,9;100;25,0;58,0;17,0;.;.;.;.;
Stenbackeskolan;77005811;Uddevalla;1485;Enskild;Stiftelsen Uddevalla Kristna Skola;8585011904;19;15,8;84,2;.;22;.;86,4;13,6;22;18,2;81,8;.;.;.;.;.;
Västerskolan 7-9;62222568;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;79;8,9;64,6;26,6;108;1,9;62,0;36,1;105;26,7;66,7;6,7;18;5,6;72,2;22,2;
Stenbocksskolan;39517088;Ulricehamn;1491;Kommunal;Ulricehamns kommun;2120001579;190;5,3;58,4;36,3;208;2,9;66,3;30,8;203;5,4;74,9;19,7;.;.;.;.;
Ätradalsskolan;28080863;Ulricehamn;1491;Kommunal;Ulricehamns kommun;2120001579;75;17,3;45,3;37,3;72;11,1;73,6;15,3;77;23,4;58,4;18,2;.;.;.;.;
Bräntbergsskolan;51175885;Umeå;2480;Kommunal;Umeå kommun;2120002627;27;11,1;70,4;18,5;31;9,7;74,2;16,1;31;9,7;67,7;22,6;.;.;.;.;
Carlshöjdsskolan;16095592;Umeå;2480;Kommunal;Umeå kommun;2120002627;43;4,7;76,7;18,6;41;.;82,9;17,1;41;41,5;56,1;2,4;.;.;.;.;
Ersängsskolan 7-9;96783420;Umeå;2480;Kommunal;Umeå kommun;2120002627;28;7,1;82,1;10,7;38;.;60,5;39,5;39;.;100,0;.;.;.;.;.;
Grubbeskolan 1;21768043;Umeå;2480;Kommunal;Umeå kommun;2120002627;46;.;69,6;30,4;46;4,3;89,1;6,5;46;23,9;73,9;2,2;.;.;.;.;
Grubbeskolan 2;89248713;Umeå;2480;Kommunal;Umeå kommun;2120002627;43;9,3;65,1;25,6;45;2,2;62,2;35,6;36;19,4;80,6;.;.;.;.;.;
Hagaskolan F-9;84622889;Umeå;2480;Kommunal;Umeå kommun;2120002627;52;15,4;67,3;17,3;53;1,9;66,0;32,1;53;41,5;56,6;1,9;.;.;.;.;
Hörnefors Centralskola 7-9;85438284;Umeå;2480;Kommunal;Umeå kommun;2120002627;32;.;87,5;12,5;32;.;84,4;15,6;33;3,0;97,0;.;.;.;.;.;
Internationella Engelska Skolan Umeå;53993567;Umeå;2480;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;49;4,1;91,8;4,1;55;.;100,0;.;56;30,4;62,5;7,1;.;.;.;.;
Linneaskolan;39117429;Umeå;2480;Kommunal;Umeå kommun;2120002627;37;10,8;51,4;37,8;34;.;64,7;35,3;36;11,1;72,2;16,7;.;.;.;.;
Maja Beskowskolan;84461484;Umeå;2480;Kommunal;Umeå kommun;2120002627;145;12,4;68,3;19,3;151;2,6;72,8;24,5;142;13,4;82,4;4,2;.;.;.;.;
Minervaskolan;75713343;Umeå;2480;Enskild;Minervaskolan i Umeå AB;5565735049;76;2,6;84,2;13,2;75;4,0;93,3;2,7;76;1,3;98,7;.;.;.;.;.;
Obbola skola;96298476;Umeå;2480;Kommunal;Umeå kommun;2120002627;22;13,6;68,2;18,2;21;4,8;76,2;19,0;24;12,5;75,0;12,5;.;.;.;.;
Pops Academy Umeå;41363340;Umeå;2480;Enskild;Primaskolan i Sverige AB;5565570958;24;12,5;50,0;37,5;25;8,0;84,0;8,0;25;.;100,0;.;.;.;.;.;
Prolympia, Umeå;28958120;Umeå;2480;Enskild;Ulno AB;5566577705;80;6,3;71,3;22,5;79;2,5;92,4;5,1;80;20,0;76,3;3,8;.;.;.;.;
Sjöfruskolan 3;76392400;Umeå;2480;Kommunal;Umeå kommun;2120002627;75;10,7;68,0;21,3;74;.;94,6;5,4;77;9,1;90,9;.;.;.;.;.;
Språkskolan;55815397;Umeå;2480;Enskild;Språkskolan i Umeå Ek. För.;7696004535;18;27,8;33,3;38,9;21;.;47,6;52,4;19;15,8;84,2;.;.;.;.;.;
Storsjöskolan 2;10954341;Umeå;2480;Kommunal;Umeå kommun;2120002627;59;6,8;72,9;20,3;63;6,3;92,1;1,6;63;27,0;71,4;1,6;.;.;.;.;
Sävar skola;90639590;Umeå;2480;Kommunal;Umeå kommun;2120002627;70;7,1;64,3;28,6;72;12,5;80,6;6,9;71;45,1;49,3;5,6;.;.;.;.;
Södra Ålidhemsskolan 6-9;42752416;Umeå;2480;Kommunal;Umeå kommun;2120002627;62;8,1;71,0;21,0;72;.;88,9;11,1;72;2,8;95,8;1,4;.;.;.;.;
Tegs centralskola;49975985;Umeå;2480;Kommunal;Umeå kommun;2120002627;73;4,1;52,1;43,8;75;2,7;85,3;12,0;74;1,4;91,9;6,8;.;.;.;.;
Västangårds skola 7-9;36171517;Umeå;2480;Kommunal;Umeå kommun;2120002627;52;11,5;67,3;21,2;61;1,6;90,2;8,2;55;5,5;78,2;16,4;.;.;.;.;
Engelska skolan Upplands Väsby;80509560;Upplands Väsby;0114;Enskild;Stiftelsen Språkskolan i Upplands Väsby;8160005966;16;6,3;68,8;25,0;.;.;.;.;21;19,0;57,1;23,8;.;.;.;.;
Grimstaskolan;44227469;Upplands Väsby;0114;Kommunal;Upplands Väsby kommun;2120000019;81;9,9;66,7;23,5;87;.;80,5;19,5;90;8,9;77,8;13,3;.;.;.;.;
Internationella Engelska Skolan Upplands Väsby;24402537;Upplands Väsby;0114;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;53;9,4;39,6;50,9;57;1,8;98,2;.;58;17,2;72,4;10,3;.;.;.;.;
Runby skola;77624936;Upplands Väsby;0114;Kommunal;Upplands Väsby kommun;2120000019;61;23,0;68,9;8,2;72;.;69,4;30,6;72;27,8;72,2;.;.;.;.;.;
Södervikskolan;49021135;Upplands Väsby;0114;Enskild;Södervikskolan AB;5567220347;116;6,9;68,1;25,0;110;.;50,9;49,1;113;19,5;73,5;7,1;.;.;.;.;
Thoren Framtid Sandbergska;97762139;Upplands Väsby;0114;Enskild;Thoren Framtid AB;5567497051;46;.;76,1;23,9;47;.;72,3;27,7;46;2,2;89,1;8,7;.;.;.;.;
Vittra Väsby;24374886;Upplands Väsby;0114;Enskild;Vittraskolorna AB;5564586716;.;.;.;.;24;.;83,3;16,7;24;25,0;66,7;8,3;.;.;.;.;
Väsby skola;31018677;Upplands Väsby;0114;Kommunal;Upplands Väsby kommun;2120000019;40;12,5;45,0;42,5;63;4,8;79,4;15,9;63;39,7;55,6;4,8;22;.;45,5;54,5;
Broskolan;16983719;Upplands-Bro;0139;Kommunal;Upplands-Bro kommun;2120000100;79;.;70,9;29,1;100;1,0;47,0;52,0;105;2,9;92,4;4,8;21;.;66,7;33,3;
Ekhammarskolan;92284588;Upplands-Bro;0139;Kommunal;Upplands-Bro kommun;2120000100;100;3,0;82,0;15,0;98;.;64,3;35,7;98;9,2;90,8;.;.;.;.;.;
Hagnässkolan;16969143;Upplands-Bro;0139;Kommunal;Upplands-Bro kommun;2120000100;60;5,0;60,0;35,0;76;1,3;67,1;31,6;80;15,0;73,8;11,3;16;6,3;37,5;56,3;
Källskolan 6-9;85796724;Upplands-Bro;0139;Enskild;Föreningen för Kristen Skola i Upplands-Bro;8132004659;15;.;73,3;26,7;18;.;77,8;22,2;19;21,1;57,9;21,1;.;.;.;.;
Almunge skola;99056007;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;54;5,6;50,0;44,4;57;.;42,1;57,9;56;19,6;76,8;3,6;.;.;.;.;
Ansgarskolorna                  Kyrkskolan 7-9;35561766;Uppsala;0380;Enskild;Ansgarskolorna AB;5565835146;63;6,3;82,5;11,1;71;8,5;71,8;19,7;72;8,3;86,1;5,6;.;.;.;.;
Björkvallsskolan;89112467;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;98;2,0;42,9;55,1;104;.;76,0;24,0;98;9,2;80,6;10,2;.;.;.;.;
Eriksbergsskolan;18733789;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;96;4,2;49,0;46,9;109;0,9;82,6;16,5;106;15,1;82,1;2,8;.;.;.;.;
Gluntens Montessoriskola;57484572;Uppsala;0380;Enskild;Gluntens Montessoriskola AB;5592659667;40;12,5;80,0;7,5;43;2,3;81,4;16,3;45;22,2;71,1;6,7;.;.;.;.;
Gottsundaskolan;93042073;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;81;.;58,0;42,0;122;1,6;82,8;15,6;124;18,5;77,4;4,0;49;6,1;77,6;16,3;
Gränbyskolan;60782519;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;54;1,9;57,4;40,7;95;1,1;72,6;26,3;93;11,8;84,9;3,2;39;.;41,0;59,0;
Gåvsta skola;12275851;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;35;.;88,6;11,4;35;.;65,7;34,3;38;.;92,1;7,9;.;.;.;.;
Internationella Engelska Skolan Uppsala;83401016;Uppsala;0380;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;113;8,8;77,9;13,3;119;0,8;96,6;2,5;119;5,0;89,1;5,9;.;.;.;.;
JENSEN grundskola Uppsala 2;97879425;Uppsala;0380;Enskild;Jensen Education College AB;5566358759;20;.;70,0;30,0;23;.;43,5;56,5;23;13,0;47,8;39,1;.;.;.;.;
Katarinaskolan;71951060;Uppsala;0380;Enskild;Heliga Katarinas Skolstiftelse;8176030867;93;6,5;51,6;41,9;92;.;75,0;25,0;95;2,1;83,2;14,7;.;.;.;.;
Kunskapsskolan Uppsala;73947432;Uppsala;0380;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;111;.;77,5;22,5;117;.;86,3;13,7;114;16,7;77,2;6,1;.;.;.;.;
Kunskapsskolan Uppsala Norra;73806643;Uppsala;0380;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;82;3,7;85,4;11,0;80;.;90,0;10,0;79;2,5;86,1;11,4;.;.;.;.;
Kvarngärdesskolan;61003071;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;.;.;.;.;28;.;85,7;14,3;16;6,3;81,3;12,5;15;.;73,3;26,7;
Nannaskolan;29677535;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;96;5,2;64,6;30,2;104;1,0;67,3;31,7;105;7,6;80,0;12,4;.;.;.;.;
Palmbladsskolan;40275917;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;125;4,0;68,8;27,2;132;1,5;73,5;25,0;118;18,6;71,2;10,2;.;.;.;.;
Raoul Wallenbergskolan Uppsala;56867001;Uppsala;0380;Enskild;Raoul Wallenbergskolorna AB;5566740113;59;13,6;57,6;28,8;56;1,8;62,5;35,7;53;7,5;71,7;20,8;.;.;.;.;
Stordammens skola;95132430;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;83;6,0;50,6;43,4;90;.;87,8;12,2;92;22,8;70,7;6,5;.;.;.;.;
Sverkerskolan;21969379;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;65;.;46,2;53,8;85;1,2;40,0;58,8;84;4,8;78,6;16,7;15;6,7;33,3;60,0;
Tiundaskolan;53847396;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;121;0,8;49,6;49,6;137;2,2;77,4;20,4;130;3,1;73,1;23,8;.;.;.;.;
Tunabergsskolan;54742485;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;133;8,3;60,2;31,6;136;.;68,4;31,6;126;14,3;82,5;3,2;.;.;.;.;
